reviewer_row_id,paper_id,title,dataset_name,n_subjects,n_sessions,eeg_channels,sampling_rate_hz,emotion_model,class_labels,class_balance,preproc_in_cv,model_family,adaptation_method,target_data_used,target_labels_used,subject_independent,split_type,n_folds,cross_setting,train_val_test_separation,model_selection_strategy,metric,result_mean,result_sd,result_ci,per_subject_reported,statistical_test,mean_or_best,protocol_category,leakage_categories,risk_rating,risk_evidence,ambiguity_notes,include_meta,primary_result,verification_status,source_checked,reviewer_source_location,reviewer_notes,author_protocol_label,author_protocol_label_location,verified_protocol_from_methods,verified_protocol_evidence_location,protocol_label_match,protocol_mismatch_type,verified_subject_disjoint,target_access_verified,protocol_audit_decision,reviewer_protocol_confidence
HME-0156,EEG-0362,Ugan: Uncertainty-Guided Graph Augmentation Network for EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,uncertainty-guided graph augmentation network (Ugan),domain generalization via uncertainty-guided graph augmentation (no target access),none,no,yes,"cross-subject (domain generalization, leave-subjects-out)",15,cross-subject,subject-disjoint,unclear,accuracy,93.11,4.13,,no,none reported,mean,cross-subject domain generalization (inductive),none,low,"DG (no target access, generalizes to unknown target). SEED 93.11% high-ish for DG.",,yes,yes,verified,full-text,"Table I (Ugan: SEED 93.11/4.13, SEED-IV 77.16/4.73, SEED-V 77.12)",Ugan SEED DG 93.11/4.13. Cross-dataset SEED<->SEED-V 61.78/55.49.,subject-independent,Abstract,domain generalization (inductive; no target access),Sec III (DG for unknown target domains),match,,yes,none,pool-with-cross-subject,high
HME-0157,EEG-0362,Ugan: Uncertainty-Guided Graph Augmentation Network for EEG Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,uncertainty-guided graph augmentation network (Ugan),domain generalization via uncertainty-guided graph augmentation (no target access),none,no,yes,"cross-subject (domain generalization, leave-subjects-out)",15,cross-subject,subject-disjoint,unclear,accuracy,77.16,4.73,,no,none reported,mean,cross-subject domain generalization (inductive),none,low,"DG (no target access, generalizes to unknown target). SEED 93.11% high-ish for DG.",,yes,no,verified,full-text,"Table I (Ugan: SEED 93.11/4.13, SEED-IV 77.16/4.73, SEED-V 77.12)",Ugan SEED-IV DG 77.16/4.73.,subject-independent,Abstract,domain generalization (inductive; no target access),Sec III (DG for unknown target domains),match,,yes,none,pool-with-cross-subject,high
HME-0158,EEG-0362,Ugan: Uncertainty-Guided Graph Augmentation Network for EEG Emotion Recognition,SEED-V,16,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/disgust/neutral (5),balanced,unclear,uncertainty-guided graph augmentation network (Ugan),domain generalization via uncertainty-guided graph augmentation (no target access),none,no,yes,"cross-subject (domain generalization, leave-subjects-out)",15,cross-subject,subject-disjoint,unclear,accuracy,77.12,not verified (row truncated),,no,none reported,mean,cross-subject domain generalization (inductive),none,low,"DG (no target access, generalizes to unknown target). SEED 93.11% high-ish for DG.",,yes,no,verified,full-text,"Table I (Ugan: SEED 93.11/4.13, SEED-IV 77.16/4.73, SEED-V 77.12)",Ugan SEED-V DG 77.12.,subject-independent,Abstract,domain generalization (inductive; no target access),Sec III (DG for unknown target domains),match,,yes,none,pool-with-cross-subject,high
HME-0159,EEG-0368,A Knowledge-Driven Self-Supervised Learning Method for Enhancing EEG-Based Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,knowledge-driven self-supervised learning (SSL),self-supervised pretraining (no target labels),none,no,yes,leave-one-subject-out (subject-independent),15,cross-subject,subject-disjoint,unclear,accuracy,84.48,5.79,,no,none reported,mean,cross-subject subject-independent (inductive),none,low,"Self-supervised, subject-independent LOSO (iterated per subject), no target access; realistic 84.48%.",,yes,yes,verified,full-text,"Tables 1/2 (SEED 84.48/5.79; DREAMER aro 67.64/6.35, val 68.63/7.77)",Knowledge-driven SSL SEED SI 84.48/5.79.,subject-independent,Abstract,"LOSO subject-independent (self-supervised, no target labels)","Sec Results (subject-independent, iterated each subject)",match,,yes,none,pool-with-cross-subject,high
HME-0160,EEG-0368,A Knowledge-Driven Self-Supervised Learning Method for Enhancing EEG-Based Emotion Recognition,DREAMER,23,1,14,128,dimensional,arousal (binary),,unclear,knowledge-driven self-supervised learning (SSL),self-supervised pretraining (no target labels),none,no,yes,leave-one-subject-out (subject-independent),15,cross-subject,subject-disjoint,unclear,accuracy,67.64,6.35,,no,none reported,mean,cross-subject subject-independent (inductive),none,low,"Self-supervised, subject-independent LOSO (iterated per subject), no target access; realistic 84.48%.",,yes,no,verified,full-text,"Tables 1/2 (SEED 84.48/5.79; DREAMER aro 67.64/6.35, val 68.63/7.77)",SSL DREAMER arousal SI 67.64/6.35.,subject-independent,Abstract,"LOSO subject-independent (self-supervised, no target labels)","Sec Results (subject-independent, iterated each subject)",match,,yes,none,pool-with-cross-subject,high
HME-0161,EEG-0368,A Knowledge-Driven Self-Supervised Learning Method for Enhancing EEG-Based Emotion Recognition,DREAMER,23,1,14,128,dimensional,valence (binary),,unclear,knowledge-driven self-supervised learning (SSL),self-supervised pretraining (no target labels),none,no,yes,leave-one-subject-out (subject-independent),15,cross-subject,subject-disjoint,unclear,accuracy,68.63,7.77,,no,none reported,mean,cross-subject subject-independent (inductive),none,low,"Self-supervised, subject-independent LOSO (iterated per subject), no target access; realistic 84.48%.",,yes,no,verified,full-text,"Tables 1/2 (SEED 84.48/5.79; DREAMER aro 67.64/6.35, val 68.63/7.77)",SSL DREAMER valence SI 68.63/7.77.,subject-independent,Abstract,"LOSO subject-independent (self-supervised, no target labels)","Sec Results (subject-independent, iterated each subject)",match,,yes,none,pool-with-cross-subject,high
HME-0162,EEG-0369,A Multi-Branch EEG Emotion Recognition Framework Based on Cross-Subject and Cross-Session Transfer (MBEER),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,multi-branch multi-perspective representation fusion (MBEER),multi-perspective feature fusion (DA/target use not explicit),unclear,no,yes,cross-subject,15,cross-subject,subject-disjoint,unclear,accuracy,92.10,6.14,,no,none reported,mean,cross-subject (fusion; target-access unclear),none evident,low,Cross-subject 92.10 SEED; target-access rule (DG vs transductive) not explicit.,"Target-access rule not explicit. Cross-session SEED 92.70, SEED-IV 65.38. DEAP-arousal cross-subject 59.59.",yes,yes,verified,full-text,"Table 5 (MBEER cross-subject SEED 92.10/6.14, SEED-IV 83.57/6.76)",MBEER SEED cross-subject 92.10/6.14 (=EEG-0369). DEAP-arousal 59.59.,cross-subject,Abstract,cross-subject; target-access unclear,Sec Experiments,match,,yes,unclear,pool-with-cross-subject,moderate
HME-0163,EEG-0369,A Multi-Branch EEG Emotion Recognition Framework Based on Cross-Subject and Cross-Session Transfer (MBEER),SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,multi-branch multi-perspective representation fusion (MBEER),multi-perspective feature fusion (DA/target use not explicit),unclear,no,yes,cross-subject,15,cross-subject,subject-disjoint,unclear,accuracy,83.57,6.76,,no,none reported,mean,cross-subject (fusion; target-access unclear),none evident,low,Cross-subject 92.10 SEED; target-access rule (DG vs transductive) not explicit.,"Target-access rule not explicit. Cross-session SEED 92.70, SEED-IV 65.38. DEAP-arousal cross-subject 59.59.",yes,no,verified,full-text,"Table 5 (MBEER cross-subject SEED 92.10/6.14, SEED-IV 83.57/6.76)",MBEER SEED-IV cross-subject 83.57/6.76.,cross-subject,Abstract,cross-subject; target-access unclear,Sec Experiments,match,,yes,unclear,pool-with-cross-subject,moderate
HME-0164,EEG-0374,ChannelMix-Based Transformer and Convolutional Multi-View Feature Fusion Network for Unsupervised Cross-Subject EEG Emotion Recognition (CMTCF),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,ChannelMix transformer + conv multi-view fusion (CMTCF),unsupervised DA + soft pseudo-label + ChannelMix augmentation,unlabeled-target (transductive),no,yes,cross-subject (UDA),15,cross-subject,subject-disjoint,unclear,accuracy,93.80,4.96,,no,none reported,mean,cross-subject transductive DA,none,low,"Transductive UDA (soft pseudo-labels, unlabeled target). SEED 93.80.",,yes,yes,verified,full-text,"Results (SEED 93.80/4.96, SEED-IV 79.37/6.05, SEED-VII 49.13/8.22)",CMTCF SEED UDA 93.80/4.96.,cross-subject,Abstract,cross-subject transductive UDA (unlabeled target + soft pseudo-labels),Abstract; results table,match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0165,EEG-0374,ChannelMix-Based Transformer and Convolutional Multi-View Feature Fusion Network for Unsupervised Cross-Subject EEG Emotion Recognition (CMTCF),SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,ChannelMix transformer + conv multi-view fusion (CMTCF),unsupervised DA + soft pseudo-label + ChannelMix augmentation,unlabeled-target (transductive),no,yes,cross-subject (UDA),15,cross-subject,subject-disjoint,unclear,accuracy,79.37,6.05,,no,none reported,mean,cross-subject transductive DA,none,low,"Transductive UDA (soft pseudo-labels, unlabeled target). SEED 93.80.",,yes,no,verified,full-text,"Results (SEED 93.80/4.96, SEED-IV 79.37/6.05, SEED-VII 49.13/8.22)",CMTCF SEED-IV UDA 79.37/6.05.,cross-subject,Abstract,cross-subject transductive UDA (unlabeled target + soft pseudo-labels),Abstract; results table,match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0166,EEG-0374,ChannelMix-Based Transformer and Convolutional Multi-View Feature Fusion Network for Unsupervised Cross-Subject EEG Emotion Recognition (CMTCF),SEED-VII,20,4,62,200 (downsampled),discrete/categorical,7 emotions,,unclear,ChannelMix transformer + conv multi-view fusion (CMTCF),unsupervised DA + soft pseudo-label + ChannelMix augmentation,unlabeled-target (transductive),no,yes,cross-subject (UDA),15,cross-subject,subject-disjoint,unclear,accuracy,49.13,8.22,,no,none reported,mean,cross-subject transductive DA,none,low,"Transductive UDA (soft pseudo-labels, unlabeled target). SEED 93.80.",,yes,no,verified,full-text,"Results (SEED 93.80/4.96, SEED-IV 79.37/6.05, SEED-VII 49.13/8.22)",CMTCF SEED-VII UDA 49.13/8.22 (7-class).,cross-subject,Abstract,cross-subject transductive UDA (unlabeled target + soft pseudo-labels),Abstract; results table,match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0167,EEG-0378,Cross-Subject Emotion Recognition in BCI Based on Frequency Band Attention Graph Adversarial Network (FBAGAN),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,frequency band attention graph conv adversarial NN (FBAGAN),adversarial DA + frequency-band attention (domain discriminator),unlabeled-target (transductive),no,yes,cross-subject,15,cross-subject,subject-disjoint,unclear,accuracy,88.17,4.88,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive adversarial DA; SEED 88.17 plausible.,,yes,yes,verified,full-text,"Table 2 (FBAGAN SEED 88.17/4.88, SEED-IV 77.35/3.72)","FBAGAN SEED 88.17/4.88. DEAP arousal 69.64, valence 65.18.",cross-subject,Abstract,cross-subject transductive adversarial DA (unlabeled target),Results (domain discriminator narrows source-target gap),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0168,EEG-0378,Cross-Subject Emotion Recognition in BCI Based on Frequency Band Attention Graph Adversarial Network (FBAGAN),SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,frequency band attention graph conv adversarial NN (FBAGAN),adversarial DA + frequency-band attention (domain discriminator),unlabeled-target (transductive),no,yes,cross-subject,15,cross-subject,subject-disjoint,unclear,accuracy,77.35,3.72,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive adversarial DA; SEED 88.17 plausible.,,yes,no,verified,full-text,"Table 2 (FBAGAN SEED 88.17/4.88, SEED-IV 77.35/3.72)",FBAGAN SEED-IV 77.35/3.72.,cross-subject,Abstract,cross-subject transductive adversarial DA (unlabeled target),Results (domain discriminator narrows source-target gap),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0169,EEG-0383,Domain Adversarial Neural Network With Reliable Pseudo-Labels Iteration for Cross-Subject EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,domain adversarial NN + reliable pseudo-label iteration (DANN-RPLI),subdomain adversarial DA + reliable pseudo-label iteration,unlabeled-target (transductive),no,yes,cross-subject (per-session),15,cross-subject,subject-disjoint,unclear,accuracy,93.24,not verified (per-session avg; std not reported for SEED),,no,none reported,mean,cross-subject transductive DA,none,moderate,Transductive DA + pseudo-labels. SEED ~93.24 (per-session 94.45/91.33/93.95); high.,"SEED per-session 94.45/91.33/93.95 (avg ~93.24, std not given); SEED-IV 81.68/80.93/80.25 (std ~6.28). DEAP val 66.50, aro 67.42.",yes,yes,verified,full-text,"Results (SEED avg ~93.24, SEED-IV avg ~80.95, DEAP val 66.50/aro 67.42)",DANN-RPLI SEED cross-subject avg ~93.24 (sessions 94.45/91.33/93.95).,cross-subject,Abstract,cross-subject transductive DA (unlabeled target + pseudo-label iteration),Tables 3/4 (per-session cross-subject),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0170,EEG-0383,Domain Adversarial Neural Network With Reliable Pseudo-Labels Iteration for Cross-Subject EEG Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,domain adversarial NN + reliable pseudo-label iteration (DANN-RPLI),subdomain adversarial DA + reliable pseudo-label iteration,unlabeled-target (transductive),no,yes,cross-subject (per-session),15,cross-subject,subject-disjoint,unclear,accuracy,80.95,6.28 (avg of 7.29/5.97/6.59),,no,none reported,mean,cross-subject transductive DA,none,moderate,Transductive DA + pseudo-labels. SEED ~93.24 (per-session 94.45/91.33/93.95); high.,"SEED per-session 94.45/91.33/93.95 (avg ~93.24, std not given); SEED-IV 81.68/80.93/80.25 (std ~6.28). DEAP val 66.50, aro 67.42.",yes,no,verified,full-text,"Results (SEED avg ~93.24, SEED-IV avg ~80.95, DEAP val 66.50/aro 67.42)",DANN-RPLI SEED-IV cross-subject avg ~80.95 (sessions 81.68/80.93/80.25).,cross-subject,Abstract,cross-subject transductive DA (unlabeled target + pseudo-label iteration),Tables 3/4 (per-session cross-subject),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0171,EEG-0383,Domain Adversarial Neural Network With Reliable Pseudo-Labels Iteration for Cross-Subject EEG Emotion Recognition,DEAP,32,1,32,128 (downsampled),dimensional,valence (binary),,unclear,domain adversarial NN + reliable pseudo-label iteration (DANN-RPLI),subdomain adversarial DA + reliable pseudo-label iteration,unlabeled-target (transductive),no,yes,cross-subject (per-session),15,cross-subject,subject-disjoint,unclear,accuracy,66.50,not reported,,no,none reported,mean,cross-subject transductive DA,none,moderate,Transductive DA + pseudo-labels. SEED ~93.24 (per-session 94.45/91.33/93.95); high.,"SEED per-session 94.45/91.33/93.95 (avg ~93.24, std not given); SEED-IV 81.68/80.93/80.25 (std ~6.28). DEAP val 66.50, aro 67.42.",yes,no,verified,full-text,"Results (SEED avg ~93.24, SEED-IV avg ~80.95, DEAP val 66.50/aro 67.42)",DANN-RPLI DEAP valence 66.50.,cross-subject,Abstract,cross-subject transductive DA (unlabeled target + pseudo-label iteration),Tables 3/4 (per-session cross-subject),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0172,EEG-0383,Domain Adversarial Neural Network With Reliable Pseudo-Labels Iteration for Cross-Subject EEG Emotion Recognition,DEAP,32,1,32,128 (downsampled),dimensional,arousal (binary),,unclear,domain adversarial NN + reliable pseudo-label iteration (DANN-RPLI),subdomain adversarial DA + reliable pseudo-label iteration,unlabeled-target (transductive),no,yes,cross-subject (per-session),15,cross-subject,subject-disjoint,unclear,accuracy,67.42,not reported,,no,none reported,mean,cross-subject transductive DA,none,moderate,Transductive DA + pseudo-labels. SEED ~93.24 (per-session 94.45/91.33/93.95); high.,"SEED per-session 94.45/91.33/93.95 (avg ~93.24, std not given); SEED-IV 81.68/80.93/80.25 (std ~6.28). DEAP val 66.50, aro 67.42.",yes,no,verified,full-text,"Results (SEED avg ~93.24, SEED-IV avg ~80.95, DEAP val 66.50/aro 67.42)",DANN-RPLI DEAP arousal 67.42.,cross-subject,Abstract,cross-subject transductive DA (unlabeled target + pseudo-label iteration),Tables 3/4 (per-session cross-subject),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0173,EEG-0385,Dynamic Entropy-Based Pattern Learning to Identify Emotions From EEG Signals Across Individuals,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/positive (2-class),balanced,unclear,dynamic entropy-based pattern learning (sample entropy + ML),none (entropy features + classifier; not DA),none,no,yes,subject-independent (leave-subjects-out),15,cross-subject,subject-disjoint,unclear,accuracy,85.11,not reported for best (per-session std ~13-19),,no,none reported,best (best average 85.11),cross-subject subject-independent (inductive),none,low,"SI subject-independent, no DA; 2-class neg/pos. Best avg 85.11; per-session ~82.4 (high std).","Best average accuracy 85.11%; per-session 82.00/13.20, 82.67/16.24, 82.67/19.07 (2-class neg/pos).",yes,yes,verified,full-text,Results (best avg 85.11; per-session ~82.4),"Dynamic-entropy SEED 2-class SI best 85.11% (per-session ~82.4, high std). 2019 non-DL.",subject-independent,Abstract,"subject-independent (inductive, entropy features)",Sec 5 Results,match,,yes,none,pool-with-cross-subject,high
HME-0174,EEG-0386,Dynamic Sparse Directed Graph Convolutional Network With Attention Mechanisms for EEG Emotion Recognition (DSDirGCN-AM),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,dynamic sparse directed GCN + attention (DSDirGCN-AM),directed sparse graph conv + attention (DA/target use not explicit),unclear,no,yes,cross-subject,15,cross-subject,subject-disjoint,unclear,accuracy,93.19,3.41,,no,none reported,mean,cross-subject (GCN; target-access unclear),none evident,low,Cross-subject SEED 93.19/3.41 (tight std). Target-access rule not explicit.,Target-access rule (DG vs transductive) not explicit. SEED-IV 81.30.,yes,yes,verified,full-text,"Comparison table (Ours: SEED 93.19/3.41, SEED-IV 81.30)","DSDirGCN-AM SEED cross-subject 93.19/3.41, SEED-IV 81.30.",cross-subject,Abstract,cross-subject; target-access unclear,Results table (mean/std),match,,yes,unclear,pool-with-cross-subject,moderate
HME-0175,EEG-0393,EmoDNCL+: Dual-Stream Negative-Sample-Free Contrastive Learning With Neurophysiological Alignment for EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,dual-stream negative-sample-free contrastive learning (EmoDNCL+),self-supervised contrastive (negative-sample-free); no target labels,none,no,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint,unclear,accuracy,93.60,4.29,,no,none reported,mean,cross-subject subject-independent (inductive),none,low,"LOSO self-supervised contrastive, no target labels; SEED 93.60.",,yes,yes,verified,full-text,"Results (EmoDNCL+ SEED 93.60/4.29, SEED-IV 79.32/5.12)",EmoDNCL+ SEED LOSO 93.60/4.29 (50% data: 91.88).,subject-independent,Abstract,"LOSO cross-subject (self-supervised contrastive, no target access)",Abstract 'leave-one-subject-out protocol',match,,yes,none,pool-with-cross-subject,high
HME-0176,EEG-0393,EmoDNCL+: Dual-Stream Negative-Sample-Free Contrastive Learning With Neurophysiological Alignment for EEG Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,dual-stream negative-sample-free contrastive learning (EmoDNCL+),self-supervised contrastive (negative-sample-free); no target labels,none,no,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint,unclear,accuracy,79.32,5.12,,no,none reported,mean,cross-subject subject-independent (inductive),none,low,"LOSO self-supervised contrastive, no target labels; SEED 93.60.",,yes,no,verified,full-text,"Results (EmoDNCL+ SEED 93.60/4.29, SEED-IV 79.32/5.12)",EmoDNCL+ SEED-IV LOSO 79.32/5.12.,subject-independent,Abstract,"LOSO cross-subject (self-supervised contrastive, no target access)",Abstract 'leave-one-subject-out protocol',match,,yes,none,pool-with-cross-subject,high
HME-0177,EEG-0399,Emotion Recognition Using Spatial-Temporal EEG Features Through Convolutional Graph Attention Network,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,spatial-temporal + functional connectivity graph attention (STFCGAT),none (GCAT; not DA),none,no,yes,subject-independent,15,cross-subject,subject-disjoint,unclear,accuracy,94.83,3.41,,no,none reported,mean,cross-subject subject-independent (inductive),none,moderate,SEED SI 94.83% is high. RED-FLAG: reported DEAP subject-independent 91.19/92.03% (arousal/valence) is IMPLAUSIBLY HIGH for cross-subject DEAP (genuine LOSO ~60-70%) - possible subject-mixing/leakage.,DEAP subject-independent 91-92% implausibly high -> verify whether DEAP SI protocol is truly subject-disjoint (potential leakage).,yes,yes,verified,full-text,Table 1 (STFCGAT SI SEED 94.83/3.41),STFCGAT SEED SI 94.83/3.41. FLAG: DEAP SI 91.19(arousal)/92.03(valence) implausibly high for cross-subject DEAP -> possible leakage; verify.,subject-independent,Abstract,subject-independent (inductive); DEAP SI numbers implausible,"Table 1 (SI SEED 94.83/3.41; DEAP SI arousal 91.19, valence 92.03)",match,preprocessing-before-split,yes,none,pool-with-cross-subject,moderate
HME-0178,EEG-0404,GCD-JFSE: Graph-Based Class-Domain Knowledge Joint Feature Selection and Ensemble Learning for Cross-Subject EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,graph-based class-domain feature selection + ensemble (GCD-JFSE),domain-knowledge feature selection + ensemble (not target adaptation),none,no,yes,cross-subject,15,cross-subject,subject-disjoint,unclear,accuracy,78.67,not reported,,no,none reported,mean,cross-subject subject-independent (inductive),none,low,Feature selection + ensemble; realistic low cross-subject (SEED 78.67). std not reported.,,yes,yes,verified,full-text,"Results (cross-subject: SEED 78.67, SEED-IV 58.98, DREAMER val 61.11/aro 72.46)",GCD-JFSE SEED cross-subject 78.67 (cross-session 87.11).,subject-independent,Abstract,cross-subject (feature selection; target-access unclear),Abstract; results (cross-subject scenario),match,,yes,unclear,pool-with-cross-subject,moderate
HME-0179,EEG-0404,GCD-JFSE: Graph-Based Class-Domain Knowledge Joint Feature Selection and Ensemble Learning for Cross-Subject EEG Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,graph-based class-domain feature selection + ensemble (GCD-JFSE),domain-knowledge feature selection + ensemble (not target adaptation),none,no,yes,cross-subject,15,cross-subject,subject-disjoint,unclear,accuracy,58.98,not reported,,no,none reported,mean,cross-subject subject-independent (inductive),none,low,Feature selection + ensemble; realistic low cross-subject (SEED 78.67). std not reported.,,yes,no,verified,full-text,"Results (cross-subject: SEED 78.67, SEED-IV 58.98, DREAMER val 61.11/aro 72.46)",GCD-JFSE SEED-IV cross-subject 58.98 (cross-session 60.74).,subject-independent,Abstract,cross-subject (feature selection; target-access unclear),Abstract; results (cross-subject scenario),match,,yes,unclear,pool-with-cross-subject,moderate
HME-0180,EEG-0404,GCD-JFSE: Graph-Based Class-Domain Knowledge Joint Feature Selection and Ensemble Learning for Cross-Subject EEG Emotion Recognition,DREAMER,23,1,14,128,dimensional,valence (binary),,unclear,graph-based class-domain feature selection + ensemble (GCD-JFSE),domain-knowledge feature selection + ensemble (not target adaptation),none,no,yes,cross-subject,15,cross-subject,subject-disjoint,unclear,accuracy,61.11,not reported,,no,none reported,mean,cross-subject subject-independent (inductive),none,low,Feature selection + ensemble; realistic low cross-subject (SEED 78.67). std not reported.,,yes,no,verified,full-text,"Results (cross-subject: SEED 78.67, SEED-IV 58.98, DREAMER val 61.11/aro 72.46)",GCD-JFSE DREAMER valence cross-subject 61.11.,subject-independent,Abstract,cross-subject (feature selection; target-access unclear),Abstract; results (cross-subject scenario),match,,yes,unclear,pool-with-cross-subject,moderate
HME-0181,EEG-0404,GCD-JFSE: Graph-Based Class-Domain Knowledge Joint Feature Selection and Ensemble Learning for Cross-Subject EEG Emotion Recognition,DREAMER,23,1,14,128,dimensional,arousal (binary),,unclear,graph-based class-domain feature selection + ensemble (GCD-JFSE),domain-knowledge feature selection + ensemble (not target adaptation),none,no,yes,cross-subject,15,cross-subject,subject-disjoint,unclear,accuracy,72.46,not reported,,no,none reported,mean,cross-subject subject-independent (inductive),none,low,Feature selection + ensemble; realistic low cross-subject (SEED 78.67). std not reported.,,yes,no,verified,full-text,"Results (cross-subject: SEED 78.67, SEED-IV 58.98, DREAMER val 61.11/aro 72.46)",GCD-JFSE DREAMER arousal cross-subject 72.46.,subject-independent,Abstract,cross-subject (feature selection; target-access unclear),Abstract; results (cross-subject scenario),match,,yes,unclear,pool-with-cross-subject,moderate
HME-0182,EEG-0433,SFT-SGAT: A Semi-Supervised Fine-Tuning Self-Supervised Graph Attention Network for EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,semi-supervised fine-tuning self-supervised graph attention (SFT-SGAT),self-supervised GAT + semi-supervised fine-tuning,unclear (semi-supervised fine-tuning),unclear,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint (LOSO),unclear,accuracy,92.04,not reported,,no,none reported,mean,"cross-subject LOSO, semi-supervised (target access unclear)",none,low,LOSO; semi-supervised fine-tuning (target-label use not explicit). SEED 92.04.,Semi-supervised fine-tuning: whether target labels are used is not explicit.,yes,yes,verified,full-text,"Table (SFT-SGAT SEED 92.04, SEED-IV 82.76)",SFT-SGAT SEED LOSO 92.04. Also DOC consciousness detection (out of scope).,"cross-subject (semi-supervised, LOSO)",Abstract,"LOSO cross-subject, semi-supervised (target access unclear)",Abstract 'leave-one-subject-out cross-validation'; 'semi-supervised ... fine-tune',match,,yes,unclear,needs-adjudication,moderate
HME-0183,EEG-0433,SFT-SGAT: A Semi-Supervised Fine-Tuning Self-Supervised Graph Attention Network for EEG Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,semi-supervised fine-tuning self-supervised graph attention (SFT-SGAT),self-supervised GAT + semi-supervised fine-tuning,unclear (semi-supervised fine-tuning),unclear,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint (LOSO),unclear,accuracy,82.76,not reported,,no,none reported,mean,"cross-subject LOSO, semi-supervised (target access unclear)",none,low,LOSO; semi-supervised fine-tuning (target-label use not explicit). SEED 92.04.,Semi-supervised fine-tuning: whether target labels are used is not explicit.,yes,no,verified,full-text,"Table (SFT-SGAT SEED 92.04, SEED-IV 82.76)",SFT-SGAT SEED-IV LOSO 82.76.,"cross-subject (semi-supervised, LOSO)",Abstract,"LOSO cross-subject, semi-supervised (target access unclear)",Abstract 'leave-one-subject-out cross-validation'; 'semi-supervised ... fine-tune',match,,yes,unclear,needs-adjudication,moderate
